,Comments,Ratings
1053,The first machine was damaged had to return it. Amazon took its own time to replace it with another one and the installation turnaround time was very bad. The second machine also started giving trouble within 10 days and I am now following up with Samsung to repair the machine or replace it again. Bad experience on my first time washing machine purchase from Amazon.,1.0
1054,"Hi,

Stopped working within 15 days.. Contacted Samsung care and explained the situation but again they asked to explain and did not help... Contacted them again with more details and got the same answer again... Will never go for Samsung products and even ask family friends to avoid Samsung products...",1.0
1055,"Play Video
 Defective product recieved..the technician came and checked and told that the inner drum was broken...so rapid vibrations were there...both samsung and amazon denied to return the product at first...I must say worst ever customer service by Samsung...the technician came to install the product and declared it as a defective/damaged product amd left without providing any jobsheet or service denial reason or number. I repeatedly called samsung but they denied to provide jobsheet and service denial request number as proof...and amazon kept on denying the return due to lack of jobsheet. So finally after so much of explanation and hassle, amazon decided to return and provide refund. But, this time they refunded a lesser amount. During kick-off of festival season sale for prime members, we were supposed to get 1750 rs instant bank discount, 1250 rs amazon pay cashback and 750 rs cashback by Cloudtail for this peoduct. I can understand during returning this product, they can deduct the bank diacount and cashback by seller but they shouldn't deduct the cashback of 1250 rs also....because I got the 1250 rs cashback as a result of ordering 3 items ar a time with total cart value of 30000. I should have been provided a cashback of proportionate to 13490 (actual price of this washing machine). Being a prime member and a regular customer, I feel disappointed with the service by amazon",1.0
1056,Worst service provided by Samsung... No one caring for installation... No warranty accepted. Don't go for Samsung.. as we have many other super quality brands.... I have been waiting for installation from past 45 days... No calls. No follow ups... This pandemic is not the reason behind delay... It's all about worst management... And follow ups...,1.0
1057,"I installed the machine myself from start to finish , the engineer came, gave a 50 second demo and when I asked him to go slow and explain one of the functions I was charged for installation lol ludicrous service at its best 😂
Never buying anything from samsung again.",1.0
1058,"Dear Team,
Needs your support here, as discussed earlier i spoke with Samsung team and there executive visited 5 times but no resolution so far. so please now replace my washing machine from your end. because samsung team has took approx one and half month for replying back. and they denying to replace this product. an provide your correct communication details.",1.0
1059,"I have buy this washing machine from amazon . The next day the delivery of my product came, that day I went to the village. When I started the machine at home, I got poor response her The motor of that machine was only making sound but not working . Then on the same night I launched the complaint from online customer care.

I got poor service outside from Samsung
I would never recommend anyone to buy electronics from Samsung .",1.0
1060,The website says it's compatible for 5peple family but it is really not. It doesn't work properly when you add all the five people clothes and towels. Not filling water in the machine vastly(not any water supply problem). When I called cc to replace with a bigger machine with 7kg or more capacity. They are saying it's not refundable and you can't buy another product. Pathetic service Samsung and Amazon. I am ready to pay the amount for more capacity but they are denying .,1.0
1061,"This is the most pathetic website, never buy any appliances from this website, they don;t even contact to brand neither they will schedule your appointment for installation. Better to buy product from local dealer for same day installations. This pathetic website even after 1 month they will not install the product.",1.0
1062,"The exchange did not work as it was stated. Policy said washing machine should be in working condition. But upon delivery of new product they refused to accept old product saying it was making noise. Felt cheated, but it was too late. Had difficulty in accommodating 2 machines at home until the time I got someone else to take it away.
If you are planning an exchange, better not to go for online purchase, else you are at the mercy of the person who comes to collect it.

The installation happened over a week after the product delivery and several reminder calls had to be made

Machine now works well.",1.0
1063,"Physical fitness and quality is good, Delivery also Good,

But i give one star because of programming cycle,
rotar rotation time for one direction is very less in 1st wash so that upper side cloth got only minor jerk (rotation). some time upper clothes does not move😏,

in 2nd wash rotor on side rotate time is less then 1st wash so clothes not clean and detergent remain in cloths😳,

so after and complete wash, powder(detergent) remain in clothes.

Also dryer not work perfectly.

I am totally un happy with this because of its programming cycle,

There are no meaning to buy fully automatic machine🙄.",1.0
1064,"I had a samsung washing machine in the past, used it for almost 10 years towards the end replaced pcb and other parts when I decided to exchange it for this particular model.
Everything about is good except that the lint in this particular model for some reason does not get caught in the trap. I called samsung customer care, the technician came and simply replace the filter charging me 400/- despite it being under warranty. No luck with the new part.

The piece is defective is all I can say and samsung does not want to replace it.

Really samsung this is unexceptable when you pay so much just to see that its not doing its job.
I hope they read this and send a replacement.",1.0
1065,"Pathetic service.Received a damaged product and there is so much delay in returning the product.Installation engineer has certfied that product is defective even then Amazon is not accepting and making another technician visit after one week's time.
Customer is trapped",1.0
1066,"Don't go for this product. The price looks alluring but its body is fragile like a flower petal. My second replacement too was in a badly damaged state. Dents all around, unstable body .. it was tilting to one side. Foot rest was broken. The first delivery was literally dumped, two boys just dropped it. Carried the product horizontally and not vertically. The worst part is the delivery service by Ms Aruna Warehousing Company. I hav seen the delivery boys in action. They never follow the doorstep delivery protocol. On the second time, the machine was carried like a sack by a delivery boy.",1.0
1067,"Worst experience, received the product with broken suspension rod just shoved in the drum by seller. Spent 750 INR just to get it repaired instead of returning since it was meant as a Diwali gift and didnt wanted to spend so much time in process",1.0
1068,"The machine makes noise while spinning .it's brand new and purchased on 30 April 2021.customer support is not responding and no support received until. please think before you make a choice.

It has been more than 3 months no resolution please do not pick this model",1.0
1069,Recieved two time’s damaged product ..not sure what safety measures will take while trapsortation.. cloudtail seller is selling all damaged products to costumers ..But amazon and samsung also responsible for this..and motor warranty 10 years mentioned but they have given only for four years ..for machine it’s 2 years..nothing is good with this product go for other one all fake data..and move to flipkart,1.0
1070,9 days back I got the product and noone ever come up for installation after 2 3 times calling to customer care. If this is the way of valuing customer I have a huge question for myself of I would like to buy again.,1.0
1071,"Even though so many negative reviews I choose to buy this, which I regret now, the product is too noisy and makes too much noise as compared to my previous one even though this one is lot costlier, not even one month while the drum rotates at maximum speed or while it spins in anti clock wise it makes some weird noise, choose another product and save your money than buy this junk",1.0
1072,"please don't buy this product...wast of your money. they given fully automatic..but have bug is there. what i notice one when power cut, it wont start same progress. second during water taking noticed sound and vibration. finally water level changes during washing time not taken",1.0
1073,"Never purchase samsung products because of their poor repair and installation service. Returned product for not installing it and raised many complaints but no one came for installation
So. Stay away from samsung products",1.0
1074,Pathetic installation service. The water was leaking for 3 days. There was no response from customer service . Samsung services are a hassle and i strictly don't recommend buying their products.,1.0
1075,Product was damaged and broked in the back even there was dent in the back side of machine. I was waited to get this product but finally resulted in to dissatisfaction. Refundin or replacing does not make situation good where customer have some thoughts attached to product and also manage there budget when they buy such products. This is worst Experience have been suffered. There is no compensation policy Amazon have when such things happen.👎,1.0
1076,"Dear Team,
This is not Expected from our side your product information rating score showing is 4.5 Amazon side ..and Actul product delivery 3 star what happened??

As on date not responding for installation and demo work from samsung team side ...kindly Collecte my product and refund my money",1.0
1077,"This was such a waste of money for me.
1. Amazon delivered a faulty product to me. One of the tub suspender was put in the cardboard container it came in. It should be inside the machine, not in the container.
2. The after the repair, it now keeps to washing the clothes. The timer does not change, the water supply does not cut off automatically. It's a total mess.

I am not into writing bad reviews but this is a very bad product. The service is fine though.",1.0
1078,It's been 48hours and no one has come for installation. The machine is just kept in the house. The engineer is not picking up the phone and the customer care is just giving excuses . Pathetic experience with Samsung .HIGHLY DISSAPPOINTED !!!!,1.0
1079,"We got a defective product. This washng machine does not spin properly and as a result the clothes are still soaking wet when the cycle is done. We complained to Samsung customer service, they sent a technician who came to inspect and claimed this is how the machine is expected to work and if we want better performance we have to buy an expensive model. Overall our experience is bad and disappointing. This is disgraceful on part of samsung. We want to return the product but don't know how.",1.0
1080,"I ordered this after seeing good reviews about it. When this got delivered I was excited but when I tried washing clothes it didn't work. It was taking water and waiting for the drum to get filled even on water level 1 mode for quick wash. After the drum got filled it started to throw water out and taking water supply. It's like a never stopping thing. After sometime it threw 4C message and drained out. It didn't even start to wash clothes. This is a new product from a reputed brand, never expected this from Samsung.",1.0
1081,"Ordered for first time delivered with a dent product so ordered for a replacement
The replacement was done but the the received product was even in worst condition how could a product like could be sent I don't understand",1.0
1082,"Play Video
 It's not working.. I'm trying to return the product options are not available..",1.0
1083,"It is taking more than given time, For a quick wash it is morethan 1.5 hour but showing 24 mins, same with the normal cycle also.Sometimes it is directly jumping to spin mode skipping rinse mode.there is no problem with water pressure.i dont think i got a genuine product.",1.0
1084,"It's a failure model don't buy, samsung service is worst.. they won't come for service if u call. Samsung service for washing machine is worst they don't even care for ur product ..",1.0
1085,I bought a washing machine and delivered as per schedule but installation not carried out as per standard time. If I called installation engineer they simply make an excuse .don't buy this washing machine,1.0
1086,"Is ""IMPERIAL SILVER"" silver or solid grey? If it is grey then why have you mentioned Imperial Silver as the colour? This is not a simple question of colour variance. You can not label an entire product's colour as imperial silver whereas only the control pad/membrane is of that silver shade. I view this as an intentional misrepresentation & breach of trust.",1.0
1087,"Reviewing after 3 months of use.
Black clothes always have soap on it after wash. No option to increase rinse time and with given functionality, colored clothes have detergent spots. It just takes one round of water for rinsing ao rinse functionality is biggest issue in this machine. Please do not waste your money",1.0
1088,"Every thing is good no doubt but after 2 months from purchase the draining motor will be defeated (need replacement), maximum used 5 to 8 cycle from purchase. So this product not goods for us. Issue in water level,",1.0
1089,"Do not buy Samsung products from Amazon and also from stores.
They have worst customer service and faulty products.
Waste of my 💸",1.0
1090,Read the reviews of a few people receiving damaged goods. Didn't expect I would be a victim too. They nicely pack the products which already have dents on them.,1.0
1091,"1. Makes hell lot of noise while spinning
2. Water flow inlet is super slow
3. Drum shakes a lot while washing and drying.
4. Cannot change wash,and spin timings manually (all machines have this basic feature)
5. Overall not worth buying",1.0
1092,We received this machine with broken parts and this was noticed when the engineer came to install this. The engineer went away without installing. There is no option on amazon to complain about this.,1.0
1093,Two time received damage washing machine,1.0
1094,"I bought this item in May 2021 but nobody has come and fix the mechine even after 15 days of delivery. And I didn’t get warranty papers also. Now washing mechine stopped working. I’ve tried to call samsung customer service many times, but the number is always busy",1.0
1095,Dont waste your money I bought this product 3 months ago but such a waste it discharges some black substance even when the service engineers came they said they can't do anything we are now looking for an new one we wasted 15000 rs kindly don't waste your money take this as your beloved friend's advice..,1.0
1096,I had bought this machine for my mother in law and it has been giving problems from the day we bought .The clothes are really get black whenever we use it .We have complained it multiple times and despite so many complaints nobody is bothered to take an action,1.0
1097,Very bad product. Brought one unit during great indian festival and received the product with number of dents. Pls don't buy it.....amazon is selling defective products using such festive offers at discounted price.,1.0
1098,Photos speak,1.0
1099,Inner drum damage. Please don't buy this kind of item from Amazon. Very difficult to return. I face lot of problem now. The service also not good.,1.0
1100,"This is really a very good Camera in this price. Beleive me I have tried all the Xiaomi, Yi and D3D Smart Wifi Cams and this I found one of the best option.

I am using these with Home Assistant and MotionEYE.
I have not inserted any SD card and using MotionEYE to directly record videos to my system.
The RTSP stream is in full hd 1080p and its really good. It loads instantly and delay is of few microseconds.
I am using 1080p feed over RTSP and 360p feed on the app so both the things can be used at the same time.
I have configured AI Face recognition using this camera to announce whoever is on my gate over my Google Home Mini and this is working really well with this cam.

Pros:
- Good Video Quality at 1080p and at Night
- Really loud speaker
- Camera Speaker can be used to trigger alarm sound
- They offer RTSP/ONVIF support for these camera which is a big deal
- Fast and Responsive App
- Ability to live view camera feed on any computer system

Cons:
Sometimes connectivity issue in the app but it can be fixed with the update.
No NAS support like Xiaomi Cameras, However I don't need it as RTSP is more then enough but having NAS support in app is a big bonus.",5.0
1101,"I bought this for Rs 2500. My honest review on using this for 2 weeks.
1) It is one of the best camera at this budget. It provides 360' degree tilting from left to right and vice versa, also up and down view is available.
2) Clarity provides 1080 pixel, which you can't get in normal security camera especially at this budget(2500rs).
3) It doesn't record the idle position, and captures any small movements. It only records if there is a movement, which is a good feature. Also it provides constant notification for every movement. Even it is a small flies it captures that too and sends the notification to mobile.
4) You just need a wifi and power point.
5) Draw back is if someone steals the camera, then you can't see anything, because everything is recorder in camera's sd card.
Even if you switch off or it doesn't get wifi you can't view or download anything.
6) if you are placing this inside the gate then it is a good option.
7) another feature is it also records the voice.
8) I inserted 128 gb sd card on this.
My review is 5/5",5.0
1102,"Good product by TP link. Tapo App is awesome and very quick, user friendly to configure and manage. Camera can be rotated from the App. Video Quality is reasonably good for the price we pay. I am Giving the review after 6months of usage.
Tapo is the best CCTV camera App that I ever used. One of the steady robust App. Awesome developers.
Overall worth buying with one year warranty",5.0
1103,"Been using this camera from the last two days and I have to say it is a wonderful device with all the features you'd except in this range.

The app is a little buggy but that is acceptable.

Picture quality is pretty clear and the night vision is really good.

The only thing I wished for is if the vertical FOV was a little wider.

Please note - The customer service provided by TPLINK is pure garbage as before purchasing this product, I called up the toll free number of TPLINK for asking about the warranty period and the executive was so confident that even before letting me complete my question, he said "" 3 Years warranty for Tapo C200 camera "". where as in amazon product page as well as the manufacturer box, it is written 1 year. I just hope I do not face any issues with the service center people atleast while the product is in warranty.

Overall - I am really happy with the product and can definitely recommend.",5.0
1104,"Play Video
 Very good product. Connected it to router without internet connection. Now I'm able to watch live video on 3 phones connected to the same router. No data usage. Value for money. Love it. Bought one more of the same camera. Very satisfied with the quality.",5.0
1105,"EDIT after 7 months of 24x7 usage
=============================
The camera still works great. It has been deployed in my (covered) porch outside in Rajasthan from the day I bought it, so it faces dust and weather abuse (temperature 1-2deg in winters, ~50deg in summers). I thought of testing its outdoor capabilities, although it is stated that this is an indoor cam. It is behaving pretty well till now, nothing out of place or different than when this guy was new. Upcoming scortching summers will test it inside out, and if it stays stable throughout, I am getting 3-4 more for coverage! I somehow didn't get this level of reliability and features in any outside-rated cam available.

Just received and my God! What a little beast it is. Loads of features in this negligible amount Motion detection (3-level sensitivity adjustment), custome pan/tilt positions, camera sharing, night vision, alarm system, near 360 pan, great fov, decent 1080p, recording on phone (haven't tested sd-card thing, but it is said that it supports that too). Configuring was a breeze. It also has both speaker and microphone, so you can speak something 'into' the camera from wherever you are, and obviously can hear from the camera too. Both these things work decently, I've tested their stability well.

Most important thing, its completely hassle free, install and forget thing. Once configured, if the power goes off, it'll be ready for use, auto-connected to wifi once power is back (I know its an obvious requirement, but still I loved that). You can use the app to see the live feed & record on your phone itself (in addition to sd card in the cam) anywhere in the world, and pan/tilt remotely. I've played with almost every feature and let me tell you, its a serious deal. Build quality could use some more thoughts, but this is supposed to be used inside. Looks are great. Also the alarm sound levels are just average, but again its just an added feature and decent enough to place the creeping elements in a puddle of confusion. For alarm, it can also blink a pretty bright white LED near the camera lens, along with sound.

Only thing that remains to be seen is its 24x7 performance and durability. I've put it on duty, and will update this review after a month or so.",5.0
1106,"I was confused with this cam and Mi one and decided to try it. Really satisfied with the product. It is supporting 128gb class 10 micro SD card and I have enabled recording only during motion is detected. I never knew about this option before buying it. This helps to have data for a long time than recording it continuously. Motion sensor is really good as it detects even if there is movement by an insect.

I was really satisfied as I can see and control the camera when I am not at home and I can access the live view or recording from anywhere in the world using the Tapo app. I was not aware of this also when I had ordered it. I thought it would work only if am in the same wifi and I can access the live view or recording only from same wifi like dash cams. It alerts you when there is a motion detected and you can see the live view or recordings from wherever you are at that point of time (if mobile network is there :)",5.0
1107,"It is best of all but it's technical features are hidden which I discuss briefly:

1. App Controlled Rotable Camera.
2. Auto WiFi detect after complete set up.
3. Use Day light feature in Night instead of Night vision to get colour photo in Night.
4. You can use this camera as IP camera in any Normal CCTV DVR which supports 'Onvif' Protocol. I connect it as 5th Channel in my Normal 4 Channel CP Plus DVR and normally displayed it in Monitor.
5. You can use it remotely in any 3rd Party CCTV App (I use GCmob CP Plus App) after proper set up.
6. Use Continuous Recording instead of Motion Recording.
7. You Can Store Data in Hard Drive of your Ordinary CCTV DVR (I use CP PLUS DVR), if it is Connected with DVR through same WIFI.

Thanks Amazon and Thanks to TP-Link.",5.0
1108,"Pros:
-Motion detection is very accurate and it starts recording a few moments before the actual motion starts.
-Keeps recording on SD card even when wifi/internet is not available. You can easily access the recordings later.
-Allows sharing camera with two people. Admin has all the controls and the people you share the camera with can access the recording and view live footage. They cannot access camera controls which is a plus.
-Night vision is good. Make sure you don't place the camera behind a window glass.
-Good quality videos which makes it easier to recognize faces.
-Tapo app is intuitive and easy to use.
- Live stream can be viewed via VLC player on a laptop/PC via RTSP. Just open network stream on VLC and type your details in the following format: ""rtsp://username:password@IP Address:554/stream1""
Make sure you have created ""Camera Account"" in Advanced Settings of Tapo app first. The credentials you set there should be used for RTSP.

Cons:
-Haven't found them yet.",5.0
1109,"TP-Link Tapo is a great product. We bought this for monitoring our puppies movements at night and now we use it for monitoring his movements when we step out.

Pros:
- 360 degree horizontal view
- 2 way talk
- Alert alarm
- Configurable video recording time window
- Configurable zone for pre setting camera position
- Privacy mode
- Motion notification to mobile app are prompt (within seconds)
- Motion detection zone helps to notify only for motion within a capture zone
- Speaker volume is good

Could be better:
- Motion detection is not configurable as to notify only when to notify. This makes notifications too frequent if you are using it as a baby or pet monitor
- Audio quality gives static sometime. Could have been better
- Although speaker volume is good. It’s audio quality gives static and one has to be clear which speaking into it

Hope this helps",5.0
1110,"Thou i havent used tech support. This is a very prompt and very good camera. It rotates 360 it tilts up and down. I can watch my dog activities and any theft act while being away from home. I have a very bad neighbour thats why have to install it. Now they are in control lol.
Night vision is fine but it focus on the glass in front of the door. So ive to keep my corridor light on in the night to record.
Cameras motion detect is smooth and detect everything sends notification right away and you can just tap on it and view who it was outside the door.such a good feature.
Also keep a good memory card like i had 32 gb it goes straight to record for 4 days then i have to format via mobile or you can copy it on your laptop, then reinsert the card. I prefer using mobile to format the card.",5.0
1111,"Need: required a non-intrusive, not-so-visible cam for corridor monitoring in my apartment, can be monitored from anywhere using mobile internet (provided cam is connected to home wifi), and with battery backup in case power goes off.

Search: Cams that satisfy all the criteria - small black mini-sized ones - did not give me enough confidence based on Amazon ratings and reviews. Saw a little bigger models (this being one) which is actually quite visible. A D3D device that I found was black colored and can be directly connected to powerbank (that was good) but rotated with movement (that would make it obvious) and used a generic market app with very bad feedback. So settled for this one, though no power backup.

What I got: Seamlessly connected to home wifi, fantastic app (both iOS and Android) with fine grained consumer grade controls. You can control motion sensitivity, tweak recording options and timings, monitor from mobile from anywhere, excellent night vision, and does not rotate on its own (in fact that is good; you can do it using the app remotely).

What I did not get: No battery backup, white color so quite visible (but you can set the LED off so it looks kind of a dummy device), no monitoring using laptop.

But I damn got used to it. No load shedding yet, but I guess one review told that you can use a converter cord and plug it into a powerbank. Very good and well made device.",5.0
1112,"Good camera, best motion detection feature,

Pros:
Video Quality is good.
Audio quality is OK.
It came with 10 feet long power adapter and cable.
Build quality is also good.
On wifi it works great for local network access.
Two way call is very good feature.
Camera 360 rotation is very silent.
Camera has alarm feature as well.
Schedule recording.
Loop recording.
Motion detection cellphone/mobile notification with motion detection recording.

Cons:
Software improvement required.
Server is bit slow, when connecting to camera from remote place over internet it takes time.
Android software not works properly on android TV, works in portrait , only in video full screen mode it works on landscape mode.
NAS drive recording feature not present, need memory card for recording.
Made in Chaina!",5.0
1113,"Reviewing after using for around 2 months.
The Product is easy to install and use.  Configuration is easy. Stays connected on WiFI reliably. Software has enough features for a regular user.

Installation HW is included for standard wall/roof mount. If one needs a special installation away from the wall, one can also install on a bracket (which you have to arrange).

The angle adjustment. pan/tilt works in a very reliable way. One can also set some default markers (preset positions) to where camera angle can be moved with click of a button (e.g. road side view, door view, balcony view, parking view - you can set and give name of your choice).

Motion detection - One can also define zones within which one wants motion to be detected.
One can also define a schedule for motion detection and recording (which hours one wants continous  recording and which hours only when motion is detected.

Through the Tapo App, one can get alerts and also access recordings from anywhere in the world. Recordings are on the SD card which is on the camera. I wish they add an easy to use utility to support network storage. There are methods available but too technical for a common non computer literate or a geek user.

Sound - quality of microphone and speaker an average (usually camera is installed at a height and away from person talking or listening so there is not much to expect from this aspect.

Overall with a price around Rs 2500 for the camera and few hundred rupees for the memory. It is a value for money product. In the app, on one network one can add up to 32 Tapo Cameras if one wants a more elaborate setup. ",5.0
1114,"Best camera for the price. Pros which I observed.
1. Recording on Motion detection only, this helps in saving space kn the microSD card and its life as well
2. Auto switching of day and night mode based on light conditions rather than time.
3. Clarity of the image
4. Speed of the app. Have connected it through a 4G connection and speed is pretty good when accessed from internet.
5. Build quality is good
6. Firmware updates.
7. Pretty easy to setup.

Cons.
Only one, not sure why but it detects the memory card and suggests if its original or not. Detected Tiitan 128GB card as not original though it's working fine.

Finally you need a wifi router to use this cam.",5.0
1115,"Set up few of these at parent's home for their safety, security and well-being. I am quite familiar with CCTV technologies and have been dabbling with them as part of hobby installations. I'd setup lot more complex CCTV (analog, ethernet-ones and WiFi ones) in the past, but this one was an absolute cakewalk. This device doesn't have soft-AP mode and thus needs internet connection to be connected-to using mobile app. However, the clarity, fairly acceptable night-vision, field-of-view, range of vision, WiFi range are acceptable for indoor use. The night-vision range is about 15-20 feet, but beyond 15 feet it starts getting bit unclear. In decent light, the clarity is quite high. The has the basic features of motion-detection with segmentation and zoning of screen-area, notifications to mobile. One needs a Tapo cloud account, for the mobile app. One can use the app to talk-to (i.e. 2 way like walkie-talkie) and only listen-in on the device mic. In the talk-feature, remember to talk short sentences and release the ""talk"" button on app, to avoid echo / feedback howling effect. The speaker is loud-enough to be heard from about 10 feet away.",5.0
1116,"I have attached 2 pictures that reflect the picture quality of the camera. as you can see 1 of the picture is from daylight and the second one is from night view. though night vision is not up to mark well I can understand they mentioned about night vision range they mentioned that this is a camera is for indoor security purposes...

pros and cons:

pros:
1 Camera quality: 5 out of 5
2 Motion Detection: 5 out of 5 (Camera literally captures moving leaves of the tree and instantly notifying me as ""Motion Detected"" )
3 Connectivity: 5 out of 5

cons:

Night Vision: less range",5.0
1117,"Best one for record ,remote view. Best one . You can talk.make a call and say something .you almost connect with it internet for remote view purpose nor you can just connect it with router for local view without use of internet access.Recording schedule features and motion detection recording features choose as per your need.continue recording features support up to 128gb memory card for local save and view later in phone or in laptop. or access instant through tplink tapo app .and many more features.",5.0
1118,"It is a tiny wonder. Works pretty well. Can check real time and recordings anywhere through mobile app, it is just great. There was an issue with linking it through the router (dual band) but having an extension with a single band router, it did not have those issues. Attaching further cameras, once uploaded is very easy if you make the app remember the settings. The long power cable is a boon, you won't have to fix additional extensions. Picture quality is great, mounting is easy and what not. Excellent asset to your home security and peace of mind.",5.0
1119,"Simply perfect monitoring camera at affordable price for indoor/outdoor. Not a perfect security system but serves the purpose. Pros and cons below. (Personal user opinions)

Pros:
1. Great motion detection with faster notification compared to others in the segment
2. Night vision is just great. Clear vision in extreme dark conditions.
3. Tapos app is good, customisable options like motion sensitivity, area of sensitivity etc.
4. Calling from anywhere in the world (average quality of sound) serves the purpose.
5. Alarm function..
6. Hassle free use, auto network reconnection.

Cons:
1. No motion tracking. If the 360 cam can track and move would have been excellent. (hopefully expected in future software updates)
2. Suppose if someone wearing a mask can damage the camera/steal, won't be able to find out because it is directly recorded in to the memory card inside camera itself and we can only view if connected to the camera. But if we detect the motion we can record manually to the phone directly.",5.0
1120,"Camera setup is so easy.
App is also awesome. Very Simple and Clear Interface.*Can add upto 32Cameras in the app.
•Sensors are very good. *Motion sensors are also good. Night vision is black and white picture but still very clear.
•Live Video can be watch on Google enabled Smart Display or Android TV.
°Day time picture quality is superb.
•Live and recorded video can be viewed from any where in Tapo App itself.
Different types of Recording options are available, which are very helpful.
It has built in mic and Speaker for Two way *communication, This is a very nice feature.
Last but not the least :-wire length is about 250cm (2.5m). Which is more than enough length.",5.0
1121,"Noise was less in both Night and Day modes. Picture quality waa better than C200. Clicks pics when motion is detected. App works too. 2-pin DC adapter is provided as well.

Download the app and switch on the camera and app will connect to camera hotspot. Then app will ask you to provide details to connect to your home wifi network. Camera's hotspot will be disabled and then it will connect to your wifi and then you will be able to access the cam feed from app and receive motion alerts.",5.0
1122,"I am really happy to buy this product over D3D. My friend has one D3D but I did not like the motion detection and quality of image of it. So I was confused to buy that. And after much googling I found this. And I am happy that I choose this. Till now I did not find any cons of it, as I am using it for a week now.",5.0
1123,"The best product among this type of product category. Motion detection is excellent. Immediate response on phone. Tapo Camera application is 5 star. PAN / TILT, Horizontal Cruise, Vertical Cruise, and Marker feature are the best features.
*****
Easy Configuration.
BEST PRODUCT. THE QUALITY OF PRODUCT IS VERY HIGH IN COMPARISON TO OTHER SUCH TYPE OF CAMERAS.",5.0
1124,"It's the best Wifi camera available at this price range. I ordered one initially and loved it. I have ordered one more now. Its a wifi camera , you can view live and stored recordings (if you have inserted memory card). I'm using sand disk 64GB memory card and it and it stores for 6 days with minimum motion detection.

When the storage is full there is option called loop, when you enable it, data gets rewritten automatically.

You need to have Power supply and Wifi access always , otherwise you cannot access the camera.

Camera clarity is top notch. Mic and Speakers are good.

You can record the video and share it in whatsapp or any app.",5.0
1125,"Kept outdoor inverted this doesn't come as water proof but my portico ceiling covers the camera protected from water , works perfectly fine, features such as motion detection, playback view , alarm are good. Wifi is mandate, since the recording is happening in SD card inserted within the camers and if intruder damages or takes away the camera then nothing can be done. So you need to install at a place where intruder cannot reach that easy. We can zoom but not to the level where you can recognise number plate or even face. Closer the object more the better the view. Since I have installed outdoor audio quality isn't that great, it captures all the noice but with less clarity. If the manufacturer increases video quality (MP) and fine tune audio for only voices , then this prodcut is the best in market compared to others.",5.0
1126,"Pros:
- Easy of setup and configuration.
- Good Quality steaming
- 360 degree coverage
- Good backup upto 22 days with 128 BG card
- Good Audio (speakers) and good Mic clarity.
- Good adapter cable length.
- Good Night vision
- Honestly, motion detection works really well, but can get annoying quickly, so I’ve turned the feature off.

Cons:
Works only with electricity
Works only if there’s internet",5.0
1127,"I got this camera without knowing a feature that was very important to me i.e. Works at night without IR night vision. I wanted to disable IR LED and this camera has the option that actually resolve all my problems. I used to keep it behind a window glass but because IR LEDS are activated, it glows like the mirror and nothing is seen beyond the window glass due to IR reflection. So I wanted those disabled at Night. I had a YI DOME 1080 camera with same features and smaller size but it didn't have this feature of disabling IR LEDS , so I used to switched it off at nights everyday that was cumbersome to me. But the app and camera of this Tapo resolved all my issues. The only thing missing in this camera as compared to previous one is - Automatic Tracking/Cruise tracking and the colour production of objects at infinity.
i am using 8gb memory card class 4, an old sdcard for continuous storage upto 24 hours. For more info about the app and camera, please check it's app features on apple store or playstore. almost all features are working in the camera. Clarity is awesome that even in Night, without IR LEDS activated, it captures somehow visible streaming. Street lights are working in street so it doesn't require IR and night vision. It captures around 80ft. front visible boundary of my street in length. You can imagine how wide vision it has. Because it is motorized rotary 360 degree camera, I wish the motor keep working for long. My YI dome camera got vertical motor non-functional so I had to returned that within warranty period. Fingers crossed for this tapo camera.",5.0
1128,"I would say, very nice performance. Easy to setup, can be easily connected to WiFi, make it online and view in Android devices. Overall it auto reconnects... Provides 24/7 surveillance. The app provides decent configurations. Built quality is great. Mounting on wall is easy. Comes with very long charging cable which is useful. Only negative I found that the device can be shared to only two more people or devices. It should have allowed more shareable connections. However, other than that, I would recommend it and does serve the purpose to the fullest.",5.0
1129,"I did not want to purchase it initially as it is a Chinese product. However, the features it offers are matchless. I use it for monitoring maid servants taking care of the baby.
Pros:
1. Very high quality resolution. You can even see baby's teeth while laughing.
2. Two way communication. Very useful feature. It almost works like a walkie-talkie.
3. Motion slider on phone. You can control the motion via phone easily
4. Works even without SD Card. (If you just want to monitor and not record)
5. No Cloud cost, works locally
6. Total Cost = Camera Cost + SD Card cost (optional)
Cons:
1. Automatic Motion is not very good
2. Wifi dependent - No wifi, no camera. But I guess we live in an always connected world now.

Overall, I am rating it 4 star as I do not find the Cons very significant and I point goes away for being a Chinese product.",5.0
1130,"Just an awesome product by tp-link
The camera is just awesome the video clarity is awesome and the night vision in it is also very crystal clear
The mic for two way audio is a really helpful thing its use is good

Pros
1) 360 degree so it can cover all the area of frontage of a home
2) two way audio is just awesome
3) motion detection is also very good it will give instant notification in your smartphone or other devices
4) connectivity is very good in the tapo app

Cons
In my usage noting only some issues with the tapo app

Anyway a fantastic product by tp-link",5.0
1131,Very useful security product. No need to go to the door and answer the door bell. Microphone is clearly audible to the person at the door. Can be connected to 6 mobiles through email id and can be used from any where. Pros: Microphone is clearly audible to the outside person. Night vision and motion detection is gud. Cons:Speaker not audible to person inside. Tech support not at all needed. Great for the price,5.0
