,Comments,Ratings
795,"Installation done on same day, hassel free and easy installation process. Will update the complete review after usage of 2-3 months.
Updating after 5 days
The TV doesn't has Google play store",4.6
796,"Honestly speaking it is costly, If your looking for the Full HD without smart feature one you can go ahead else you may need to buy streaming device Amazon fire tv stick to really make it smart or any other streaming device",4.6
797,"It does say it’s a smart TV but I would recommend going for LG or Samsung as they offer better apps and features over Sony. There is a big difference between smart and android and Sony does not know that and that’s y you cannot even download apps.
There is not hotstar for instance they only have Netflix and amazon prime and LG and Samsung give way more for the same amount of money.",4.6
798,"Play Video
 While showing demo display at good condition but wen I connected my laptop to TV through HDMI cable , some varies lines coming into the displays at varies place So spoke to installation person he said it’s depends on cable fault and set of box...
if problems comes continuously, Amazon or Sony
needs to be provide free replacement (video is attached).
Picture quality is very good.. love to watch quality movie.. Sound quality is good not bad..
it’s nice TV,,

if Bluetooth supports and if more than 2 HDMI cable had means ,, its value for money ...

OS process is very slow... apps are opening very slowly..",4.6
799,"Good display quality (colour reproduction) with ample sound output(inbuilt) for viewing pleasure.
Bezel is flimsy with sharp edges (injection mould issue). Build Quality is pretty low for the brand and price point.
Dust attraction is very less though. Hotstar unavailable in the preloaded app set is quite disappointing considering we cant view it in the browser as well which is very very slow. Does not support 5Ghz bandwidth wifi network. Self installed the device since Wall mounting was not required. Installation technician anyway visited to check and he upgraded the software to the latest version.",4.6
800,"Picture not great (compared better quality Mi is great) not believe is it sony (Wi-Fi and inbuilt apps only no host star app Also) mirror cast options there.

You want sony tv in low cost this is the options. But no return and replacement ( if not like the tv)",4.6
801,Picture and sound quality of this tv is one of the best in the market. But the os is linux based and not android. Which means we cannot install additional apps from playstore and have to use only the preinstalled apps which comes with the tv. A browser is there but it is not too handy to use. So I suggest you to think before investing 35k only for the great sound and picture quality. If sound and picture is your priority then go for it. And if specifications are your thrust options then search other options.,4.6
802,"Product delivered on time and installation was prompt and professional by ""Balaji service centre, Akota"".

But I am not happy with how Amazon has specified the product. They call it smart tv but sony does not include and also does not allow to install any other apps like hotstar.",4.6
803,Average product with no Bluetooth connectivity. Picture and sound quality is ok,4.6
804,"Tv got delivered on 24th morning and request is raised with sony for demo and installation after few hours of delivery and today is 4th day still no one comes for installation, everyday customer care always saying technician will come today. Have patience we escalate your request.
Really very bad experience with sony customer care.",4.6
805,Bought this one thinking it's Sony so it is amazing. But it's got some major connection issues. Keeps showing no internet connection when the same modem works perfectly fine with my other LG TV all the time. And all this within first 3 months of purchase.,4.6
806,All features are good except there is no option to connect it with a Bluetooth device,4.6
807,"This is just a smart Tv but not android tv
You can only see the pre installed app but can’t download more apps like hot star and any other app you want to install.
Now I can’t return this. So many options available in android.",4.6
808,Picture quality is good. But sound quality is not good as expected,4.6
809,"Lag when screen mirrored.
No technician shows up for installation.
Wall Mount not delivered with the product.
Picture and sound quality awesome.

Highly dissatisfied with the technical support.",4.6
810,"I have used the TV for one month and here is my review.
Picture quality : 2.5/5, Do not expect much because of sony brand, I would say you get same feel when compared to TCL Tv. The picture quality is good, when there is low lighting in the house even tho you increase backlight of TV.

Sound: Average 2/3 clarity will be but you have to keep minimum 50-60/100.

Internet connectivity is good. Pre-installed apps runs smoothly can't install new apps and you cannot even use them browser.

We browser is very slow even with good internet speed it takes more than 5 seconds lo load for each page

Build quality I'm not sure about interior but exterior looks like a normal cheap TV.

Overal 2.8/5",4.6
811,"Play Video
 The wall mounting provided is not standard. I'm fact the provision in the TV itself for wall mounting is not proper. TV is not vertical. It's 80 deg from horizontal(see Pic). Due to the fixture, TV doesn't rotate or slide even a centimeter. My previous TV stand (for LG 43"") Is not compatible with this TV. Previous one was very strong. Rotation was possible. TV is at risk of falling. How sony could design such an unsafe mounting.",4.6
812,I have to replace it and replacement was also defective. Although everything was smooth from Amazon site. A technician visited and confirmed that it is a defective piece. But seller has sent the defective piece again. 5 stars to amazon service and -5 to seller.,4.6
813,"This is not a smart TV - this is a nice TV with some in-built nonsense which nobody can use. Only youtube and netflix were available, and since it doesn't have an app store no hotstar and amazon prime. Since a month even those two have disappeared, and now it's just a TV pretending to be a smart TV but with no capabilities of a smart TV. Feel like an idiot for buying it.",4.6
814,"Product is good but as per mentioned installation charges is free and wall stand also mentioned ,however 1700 rupees are extra charger from my father and he is cheated my father and mother and demanded for extra money
So I request to Sony company please take care this type of issues on your installer agent",4.6
815,"Only limited apps are pre-installed on this TV. You cannot use Hotstar or any other app which is not installed. Opening the browser on this TV is too slow. Also due to limited internal memory, if you open any streaming website like Hotstar on a browser then the browser hangs. It is not an android TV so you cannot install apps. Also, if you open the SonyLiv app installed on TV then you cannot play any premium content as it shows this device not supported.",4.6
816,I bought this TV for my parents and we received a defective item. Had to call customer care multiple times to get it replaced. Dealing with Sony customer care for installation was another trouble. Worst experience shopping with Amazon so far. It's better to buy such items from a showroom.,4.6
817,"When I switched on tv on a very first day it getting switched on and off constantly. It lagging to respond the functions key , and there is not any tag on tv. When I unboxing my tv it seems that it was opened and repacked. There was a sign of sand and plastic cover of tv opened.",4.6
818,"Great product amazing colours contrast and ease of setup. Fast, polite and courtesies and very professional installations and demo.

Cannot install apps... sad NO HOTSTAR",4.6
819,My first bad buy at Amazon. The product description is inaccurate. It is not a smart tv in the true sense as The tv does not give you an option to download apps or steam online content. And surprisingly does not include apps like hotstar and discovery,4.6
820,Doesn't worth it. It's still living in 2010 even bugs in wifi connections,4.6
821,"The TV is getting restarted after switching it off from remote. It is not consistent. Also, the volume of this tv is not loud enough.",4.6
822,"Picture quality is not HD quality.
In HDR setting picture colour is getting distorted with JIO STB. Not compatible with JIO STB.",4.6
823,Performance of tv is very slow with remote. Got issues in only 6 month.,4.6
824,Please avoid this TV. It is slow to pick the internet and everytime we switch from television to Smart TV there is a huge time gap.,4.6
825,"Screen mirroring hang ,laging problem, most of device not detected in mirroring, my suggestions don't buy",4.6
826,"display left down lighting , this product disappointed me . I want to change another model, sony 43"" 4k model please.",4.6
827,"Sony team is not coming for installation despite repeated calls
And is very slow no point of one day delivery",4.6
828,Not as good as other sony tv. Picture quality is average. Not at all upto expectations,4.6
829,"Need to use a firestick to get all OTT
Channels.
Only a few preloaded channels available otherwise.",4.6
830,"Bad product and worst service. Power adapter failed 2 days after installation. Complain was addressed after 5 days, but service centre (local) guys tried to replace the original adapter with lower rating and when i refused to accept it they thretened to close the service request without any solution. 11 days has passed since the complain was made, no solution till now.",4.6
831,"Very angry custoner. Sony made a fool out of me .
Written this is smart TV - it does not have app store . Basic feature of any smart device .
I bought this TV by mistake , never buy this",4.6
832,"Horrible delivery experience so far...that too for an item as expensive as a Smart TV. I got the item for my 80 year old father. The item we got was a product returned by a previous buyer. Sony folks refused to install as critical piece of warranty card was also missing. Now Amazon wants to us to keep contacting Sony for job sheet, service request # which we were never provided and Sony folks refuse to cooperate. Caught between Amazon & Sony with no fault of ours. Amazon has so far not agreed to return or replace. We are calling multiple time daily with no help from Amazon and are approaching end of return window (10th Oct).",4.6
833,Damaged product,4.6
834,With in 20days TV automatically stopped working.. it's not switching on ... I completed to customer care four days happened no body came for service waste of money 💰 by Sony TV.... I chooses Sony bravia for only display quality but many software bugs are there... Don't buy this model..,4.6
835,Product is dead on arrival..not working...extremely poor customer dupport from amezon & sony....continually follow up taken with amezon but till no action taken safety precoution was not taken by service engineer during the installation......,4.6
836,4 days no one came from Sony to Install. I just want to return the product. Don't buy. Waste of time and energy. And doesn't get installed for days.,4.6
837,"Price tag is only for the brand name. Nothing is good in this TV.
Issue with it's software/firmware. TV gets auto restart.",4.6
838,Horrible experience dealing with AMAZON and SONY!!!,4.6
839,"The TV oozes cheapness. IT does look or feel like a sony TV. Careful with ordering on Amazon, then don't return the product even though it says 10 days replacement.",4.6
840,"Please read carefully:-
>> To buy a Sony TV you pay minimum ₹10000 premium additional cost over other available brands of smart tvs.
>> WELL Shocking fact is this is not a smart TV at all.
>> YOU CAN NOT DOWNLOAD ANY APP ON TO THE TV. Barring two/ three useful OTT apps there is hardly any app which can enable you access OTT content.
>> SONY and Amazon are jointly cheating you by hiding this information, you can’t download any additional app. So it’s just a flat LED tv with fixed apps which you can neither delete or add new.",4.6
841,Not get any call from the installation person or not any message. First and the worst experience,4.6
842,"The installation team is making the consumers to rate high post setup. This Sony TV isn't that impressive. Rating after using for couple of days.

Had done lot of research and finally went with this TV but Picture Quality isn't that great. Software is pretty lagging and has lot less options. Prime and Netflix softwares are outdated and Sony hasn't provided with updates.

Sound quality is the most disappointing of all functionalities.

Expected a lot more from such high priced 43 inch Full HD TV.",4.6
843,"If you have IPhone then I would suggest don’t buy this because we couldn’t do Cast or Screen Mirroring in this product. 0/5

After disconnecting the Screen Mirroring with Android mobile then WiFi also disconnects for few minutes. 1/5

Connect to WiFi network was to slow 1/5

Otherwise
Product Display 5/5
Product Sound 5/5
Product Cost 5/5",4.6
844,"Picture is coming after the gap of 2-3 seconds. Sound quality is also not good. Moreso, sometime picture is not coming full screen.
I have called customer care a number of times but every time after putting me on hold for about 10 minutes, they disconnect the line.
Having no option, I have requested Amazon to replace the TV as it was purchased just 2 days ago. Now, they would be sending their representative to see the product & issues thereon. I don’t know what support I will get from Amazon on this defective product which they have supplied to me.",4.6
845,"The TV was faulty. Amazon did well to replace it with the exact same item. the 2nd piece was faulty too. It seems there must have been something wrong with the production batch.
Eventually I had to return the product. Again Amazon did well to refund full amount.
I purchased a Samsung, and thankfully no problems with that.

All in all, kudos to Amazon",4.6
846,"dont buy.dont buy.
i have been sent with a faulty product. this a demo product or used product.there are so many scratches at the back of the remote for this so called new product
1. batteries were already inside the remote when i unboxed
2. signal to the tv is not stopping. TV is automatically switching on and off . volume is increased and decreased automatically. unable to move up and down in the home setting
unable to enter password
one star is given only for amazons service. and no star for the product and sony service",4.6
847,"Very bad experience, got the Samsung TV in box of sony tv without any accessories, very bad packing.
Wondering how they did such a blunder.",4.6
848,"Missing remote ultimately led to return. Sony installation service at its worse phase.
I am feeling cheated by the Sony representative visited my house as he misleaded me and not even provide any job sheet.
In the other hand amazing unable to provide me missing remote and ready to get item returned.",4.6
849,"Utterly disappointed with sony,after using for just 1.5 weeks i have got three dead pixels on screen, which is very irritating.",4.6
850,Good but delicate. Prone to scratches. keep a refrigerator cover to avoid scratches.got it for 9.5k.call whirlpool customer care for installation.never open the package by your self as you need to assemble it's legs and they are given separately in the vegetable storage box.whirlpool executive will do it easily and anyway its free of cost installation.buy a vguard vg50 stabilizer for safety during power fluctuations.,4.2
851,This refrigerator is value for money rs 10790/- which I paid. It's just get chilled in 20-30 minutes. Superb look & great interior are the key factors. Amazon delivery is on time and comfortable.,4.2
852,"Writing the review after one month of use. Overall it is a nice product. I got this only Rs. 8450/- on Great Indian festival. Got delivered and installed within 3 days. Though the product is ready to use but you can call whirlpool customer care for free installation.
Pros:
1.Electricity consumption is low.
2. Quick ice technology.
3. Adjustable rack for big and small product.

Cons:
1. Often you have to defrost.",4.2
853,"Before getting my Product , i was a Bit Affraid of the Quality bt after i got my Product at Home , i feel Satisfied. If you are thinking of buying this Product then just go for it.",4.2
854,"This is the first white good product I have bought from Amazon and I really liked it. The product was delivered neatly and usually the person who delivers it would be unprofessional but when it comes to Amazon, it is not the case. I was surprised by the attitude and approach and can recommend without giving a second thought.

Coming to the product - since it is a Whirlpool, there is no complaint whatsoever. The product is working perfectly well. I got a free installation too which is really appreciated. I also found out that you can buy fridge freshener and vegetable freshner from Amazon. These will enhane the life of the consumable goods to a great extent.",4.2
855,"Product Quality-4.5/5
Installation-5/5
After Use satisfaction-4/5
Delivery-5/5
Overall Purchase-4.4/5
Amazing Product..and The exchange facility that has been provided by Amazon India was too good and prompt.. Nothing to say more .. if you are thinking of buying a fridge for a family of 2-4 members You can or you must go for it ..and you will not regret..Cause it will be a worth purchase ..thanks Amazon India for the overall services..",4.2
856,"If u hav a budget of upto 11k dis is undoubtedly d best option.. I bot it aftr weeks of research on Amazon n Google myself.. N dis is d best i thot also keeping in mind d brand value of whirlpool..

Untill now it has worked simply great.. D delivery guy was vry vry vry kind n infact helped in installation n its pretty simple.. But i did hav a tech visit d next day so do make sure u take dis facility to ur advantage.. Also dis refrigerators Compressor comes wid a 10year warranty wic to me is d best part..
NO complaints at all wid d door or wall material or d spacing inside (as i had read few negative reviews during my research b4 buying)..
N finally d cooling is pretty pretty impressive — pretty quick n quality n wen switched off still keeps itself cool fr a vry gud time..",4.2
857,"I am bought this fridge for the Purpose of donating to GOVT HOSPITAL present in my locality.
The package and transportation are more safer than my thoughts, This is the first electronic item with ""gas filled"" product I am brought from Amazon I am fully satisfied without any scratch, dents and come with all accessories include stand screws...

Delivery: From my side I am request them a delay delivery for 2 days they accept it and they delivered with care they handled the product with more cautious...

Installation: In my place installation also fully satisfied for me the service er and service centre done their job with proper response...

Pricing: In multi-brand showroom the 2star fridge itself pricing upto13.5k finally I brought it for 11.5k it's a 3 star fridege...

I am fully satisfied with thos product...
Blindly go for it.",4.2
858,"First of all, I am a big fan of the brand Whirlpool as all the refrigerators my family uses are from Whirlpool. The reason behind it is quite simple, the quality of the product and the after sales service.

Coming to the product, I stay alone and needed a fridge for my regular usage for example keeping eggs, chicken, fruit, vegetables, dairy products and any leftover food. Now, I don't use it for cooling water as I do not like to consume cold water. However, I do believe this product has enough space for a family of 2-4 people depending upon how much you want to store. Additionally, installation was simple and this product works well with normal voltage fluctuations. So far I have not had to avail after sales service but I trust them.

Only on the presentation aspect probably, it is not very cool or funky looking but it does what it is made for quite well.",4.2
859,"Delivered product safely. The product which I ordered is 2020 year model.
1. Installation is simple.
2. As i noticed other comments required stabilizer to avail warranty.
3. Color of product is accurate as shown in the pics but shines a bit that looks more value to the product.
4. My parents are very happy with dark finishing of 2020 model.
5. Thank you Whirlpool and amazon for showcasing the good products.",4.2
860,"I read so many reviews before purchasing this Whirlpool Refrigerator on Amazon. Here I'm sharing my experience for your reference.

1. Always check the product before sharing the delivery code. Do not accept if the product is damaged or have missing accessories.

2. Do not power on the refrigerator after first installation. Wait for up to 4 hours so the compressor is in ideal condition. Then you can use it 24 x 7.

3. Level your refrigerator. There is no need for 4 foot accessories because the door level should be somewhat upper than the back side of refrigerator.

4. Peel off all the tapes. The door should automatically close when it's half opened. If not, check the levels.

5. Keep your refrigerator neat and clean to use it for years.

Happy cooling. 😊",4.2
861,Very good and reliable product. Whirlpool is the best company in the making of Refrigerator.,4.2
862,Nice refrigerator. Very much suitable for small family of 2-4 members. Performance and cooling is quite satisfactory. Amazon delivery is amazing. Packing is also good and caring. External stabiliser is optional but one can use if there is voltage fluctuations in your locality. However during this lockeddown period no whirlpool executive contacted me for the demo. I called whirlpool cc but they replied that they would not provide demo for single door fridges.,4.2
863,"Whirlpool 190 L 3 Star Direct Cool Single Door Refrigerator is an excellent refrigerator for a small family of 2 to 3 people.
I purchased this product in Dec, 2018 & the overall performance is above average. I consider this a "" Paisa Wasool"" product as of now.

Two years now... The product is excellent!",4.2
864,"First I thought that it won't be a good option to buy fridge online but then I took a chance and ordered it. I am really very impressed with the delivery and with the product too. It's spacious, in fact the unit consumed is also very less, and yes it's a big plus point, at this range you get 3star of a very reputed company. Also happy with the support team. Thank you",4.2
865,"A nice product from Whirlpool. Item exactly as described. Though it was written ni installing required, upon raising a request online, the whirlpool service personal came and installed it and gave a deo on its use and maintenance, free of cost.",4.2
866,"After 3 Month use.......
Financed through No cost EMI.
Item delivered quickly.
Nice representation by service person.
Nice body finish.Would have been best if some design on door.
Definitely better than the market ......Recommended..in this price range.",4.2
867,Worth every penny I have been using this For more than six months now and I can say that this fridge is worth every time the installation was way too easy and it does not take a lot of electricity yes it make some noise sometimes but it is normal at this rate of fridge. Do not think just buy it if you are on tight budget the cooling is very efficient and the space is used for a family of four,4.2
868,"Good quality and I haven't faced any problem with this product.
Transport is asome I have received it without any damage.
I am providing this review after usage of 2 months. We will get call from whirlpool customer care regarding our warenty.",4.2
869,Good product.Quick and proper delivery.engineer from whirlpool explained properly. Free Instalation Got only one ice tray.color a bit light from the pic .I purchased the stabiliser due to voltage flactuations.overall excellent service.Thank u Amazon.,4.2
870,This fridge was brought for my grandmother's house .and it has been more than one year .the whirl pool executives'call me after 1 year to check on the condition of the fridge the customer service is also good. There has been no problems with the working of the fridge and it doesn't use too much electricity,4.2
871,Main refrigerator lene ka soch raha tha. Par bahut jyada refrigerators dekhne ke bad mujhe Whirpool ka ye refrigerator achha laga. Jo log is comapany ka refrigerator lene ka soch rahe hai; main unko ye refrigerator suggest karunga. Thank you Whirpool...,4.2
872,Product is good. The delivery guy opened in front and confirmed the product quality. But during transit the good was handled very casually and there was a small dent on the door due to this.,4.2
873,"Very nice product , cooling is also awesome , myt face some issue regarding refrigerator creating sone sound , but all just because of the alignment , an authorised representative would visit and would check it in for each and every measure .
Must buy if your budget is low .
Efficient , cheap, decent and nice service people.",4.2
874,"Got it @ 9k during offer period...
Works fine...
Value for money👌

1 more thing...
Whirlpool agents will try to persuade u to buy stabilizer from them.... Don't b fooled... Company has clearly mentioned about in-built stabilizer & no need for extra stabilizer (screenshot attached)

Enjoy ur fridge🤗🤗",4.2
875,"Best in this price tag, I bought this in 10450 , timely delivery made me happy and on top of that visit of whirpool service agent who gave us brief description of the product .he Shared phone number to call if in case of any issue.

Product is also really awesome, love amazon love whirpool!!",4.2
876,"i got it at a real good price and it's been working fine since day 1. my food is preserved very nicely, maybe the electricity consumption is slightly higher given its *** rating, however it's not much of a botheration for me, as a bachelor.",4.2
877,Nice product. This color really looks nice. Has defrost button. Cooling capacity is very good need to keep on lower level. Claims stabilizer free and i did faced power cuts nothing happened so looks good,4.2
878,"I'm happy with the fridge but inside the quick cool tray has broken. I wanted to go for replacement but as a satisfied with the Amazon I cancelled the return.
If possible please send me the tray.",4.2
879,Delivered on-time as scheduled. Good exchange value more than open market for old working 165L refrigerator with out any issue. Delivery person was very co-operative. Happy to purchase this item from Amazon,4.2
880,"When i opened the packing i found that there are no legs in the refrigerator and its not even stand properly because of base plate of compressor, very light built product, don't expect robust quality with this price range. good for couples.

called Service center for legs installation separately. i think legs are not included in this packaging .",4.2
881,"Well, i live in a rented place alone on 4 floor. Amazon guys called me and they bring the fridge on 4 floor they were quite supportive. The fridge was great so far. The guy even checked it for me and said please check if any issue u have, he also said that we have 10 days replacement if any issue occur. The next day the guy from Whirlpool company came and inspected the fridge and asked if u have any questions do let me know. I am really amazed by the amazon facility. I have purchased many things from amazon, and everthing is good. I would recommend for this fridge if u are looking for a good appliance. The plastic inside the fridge is looks cheap but in this price, i think u dont have to think much.
It is only been 1 week i m using the fridge so will update the condition :)
Ekta gupta
Delhi",4.2
882,"It's good and all but the description given here isn't the same. There is only one ice tray and not 2 trays as mentioned here in description.
They said it doesn't require installation but it's better to call them for installation. Buy it with a stand coz the base of the fridge touches the floor.
Whirlpool engineer said it's better to use fridge with a stabilizer.",4.2
883,"Very Basic Design but best in class. I got this in the Summer Sale @ just rs.9600 (including 10% discount for using my icici credit card). It was on no cost emi and I think that's one if the best part. The fridge looks nice, color is a bit different than the displayed picture but its a must buy for a small family. The engineer from Whirlpool came in after the delivery day but he helped in installing the product, also shared information about the product....the delivery was on time by Amazon, as always! Hope to share a positive feedback once I use this product for a while.",4.2
884,"First of all thanks to Amazon for the perfect and timely delivery as requested.
1. It is really a value for money purchase I would say as it quite simple and elegant but the colour is on the lighter side than it is shown in the pic.
2.delivery boys unpacked to check if there is any damage.
3. I switched it on after they went directly as it was mentioned in the product details that it comes with inbuilt stabilizer and no need of any installation.
4. To my surprise the whirlpool company technician calls me after sometime and asking me for the delivery and he said he will be coming down for the installation and asked me if I have a stabilizer with me or he have to bring one which is of the same company. When enquired he said all the company products will be only 90% on inbuilt stabilizer so better I should keep one. Since I did not have a choice I bought it from him for Rs.1900, which had 12 months replacement warranty
So amazon when giving a product details everything should be mentioned whether company instalation should be done or is there a requirement of a stabilizer etc. So that a customer can be prepared and avoid surprises.
Apart from this I really loved the product for now, its a value for money. I ll get with the product review after few months of usage",4.2
885,"Overall the fridge is good and cools well.
Pros:
-Good looking and compact
-Easy to install
-Fridge has light
-Sufficient for a small family for 2-3 members
-Ice tray is provided by feel quite large ice pieces.

Cons:
-Not automatic defrosting. Need to press a button every 3-4 days to defrost.
-The light bulb got fused within a month of operation. Called the Customer care and had to get the bulb replaced. I was told that it is due to voltage fluctuation and need to get a stabilizer. So had to buy a stabilizer and spent another 2k.
-No in built stabilizer",4.2
886,"This is a value for money refrigerator good enough for a small family. Even with a setting of the regulator at 2 it cools very efficiently. Noise level is almost nil. Quite spacious and you may install it by yourself. One may simply go in for it. Stabilizer is not required although the company representatives call you up and ""advise"" you that it's necessary in order to sell one unit. Since the company itself represents that the fridge has a stabilizer free operation, in my humble opinion it is not required.",4.2
887,"The product is supposed to have only 2 legs. Not 4. The back of the fridge comes with inbuilt support. 2 legs are for the Front side. These legs you have to install yourself.
These 2 legs are in a sealed Packet INSIDE THE VEGETABLE BOX IN THE FRIDGE. Here is what you need to know to install them right 👉

- One is small, One is big. That is supposed to be like that.
- They have a screw like end which will fit like a normal screw in the bottom of the Fridge.

This is What you do 👇
1. Tilt the fridge. I did it alone so I completely rested it on its side, placing the packing thermacol under it.

2. In the base, in each corner you will see one Hole, for the screw to fit in.

3. MOST IMPORTANT. Say you are facing the fridge, then The SMALL leg goes on your RIGHT side, and the BIG leg goes on the LEFT side. In other words, on the side on which the Door opens, you fit the BIG leg.

Thats it. Fit these two in and the fridge should be stable and straight. If it isn't, just loosen one of the screws till it is straight.",4.2
888,"It's really good with in this budget. Customer care response was really good. They called me for warranty registration and friendly.

Best feature is fast icing technology. If you are good ice-cream maker then this fridge is for you. It's keeping food fresh for 5-7 days. Only issue I am facing is that it can't hold more than 8 1 liter bottles. I mean juices, water, ketchup put to gether you feel confused, as you can see there is no place for me to put water in the fridge. Other things occupied. House wife's can easily manage this with their skill.

I am single bachelor and doing its job for me...",4.2
889,"I have used this fridge for about a month and it has given me no issues thus far. I think, i could have gotten it cheaper than ₹11200/-. It's cooling is really good. Do not forget to make a video and check for dents/damage when you receive this and make sure you do it before submitting the OTP code to the delivery agent. Once you turn it on and everything works only then should you give the OTP to the delivery agent. Also wait for whirlpool's guy to come, installing this Fridge's legs is a bit dicey.",4.2
890,The legs are yet not fixed cos the installation guy never came even after he promised to come and I gave up. Has only one Ice tray when it’s supposed to have 2. It does the job and am happy.,4.2
891,"Very Good refrigerator , silent and giving good service and value for Money .
Only thing is has 2 small dent on the right side and this I found the same in few more reviews also .
Hope to get this rectified by Amazon or Seller in the coming days .
Overall good one and nice product with decent price",4.2
892,"It's a very good purchase at this rate.
It produces the sound of something falling down now and then.
The bottom is also not on a level even after the front legs are adjusted.
But they don't appear as major defects.",4.2
893,"Got the refrigerator delivered within Amazon time frame. However nobody came to do the installation and I had to do it myself.
Very easy to setup and install. The refrigerator is best in this price segment. Fantastic cooling. Vegetable stays fresh for a week.
The freezer freezes ice within 2hrs.
Also the refrigerator has a good spacing to keep variety of things.
Negative :
* The freezer gets full of Ice within 1 week and you need to Defrost the refrigerator every 1 week.
* The water compartment is not very easy to pull out. A sudden pull scatters the water over the compressor.
* There is no legs stand at rear end. The body keep touching the floor",4.2
894,"Problem with the 3 pin plug wire which is very short. You have to keep your refrigerator exactly front of the plug point without keep much distance from back wall with specific angle.The outlet pipe not in the centre of outlet water tray. The shelves are simple small grill. I expected shelves would be glass made. The side door tray has big gap, so it you put a tomato or apple it will dropped on the floor.",4.2
895,"Full of hard ice formation inside the freezer. Whirlpool service is done by some unqualified team. Looks like thermostat issue they are suggesting us to defrost every 3 days. Even overall build was very light and flimsy.

Update:

Whirlpool replaced my new fridge for the above defects.",4.2
896,"Like: We have been using.in our.bachelors room for more than 2 years. It is very good and I bought one again for my home. Value for money. Functions great.

Dislike: The right leg in front is not fitting. When the whirlpool representative came for installation, he just positioned the refridgerator in slanting and left. I was disappointed after getting to know this from my dad and mom.",4.2
897,Good product with affordable price. It is good for a family of 3. Please take the defrosting stabolizer. It won't cost more and keep the fridge in good condition. It will defrost automatically...so if u are a lazy person or who can forget small things or don't have time then this stabilizer will help you a lot in defrosting the frost cabinet. Over all it is working as awesome. Loving it by using.,4.2
898,I m writing this after regular use within a month of September . nice product and less noise . just plug n play option no need to call mechanic . it's fits for 5 people . cooling is best no any issue in cooling or making ice .. product is only 3 star. In my opinion if you looking for a budget refrigerator than go for it.... thanks amazon to this good product and on time delivery..,4.2
899,"For a family of 3-4 people its very great.
Cooling is great at lowest setting also
This have 2 litre bottle holder for upto 3 bottles which you definately need in summer.

I kept around 10 kg of Wight on the single drawer and it held which I was surprised.

Overall good, just the colour is little dull if you put some stickers, it can go with any household.",4.2
900,NO COMPANY PERSON CAME FOR INSTALLATION OR DEMO EVEN AFTER TEN DAYS. WE OUR OWN INSTALLED AND STARTED USING. SINCE IT IS REFRIGERATOR WE DONE OUR OWN. IF IT MAY BE TV OR WASHING MACHINE WE HAVE TO WAIT TILL THEY COME WITHOUT USING.,4.2
901,"Worth to buy with this price range. It's cheaper than shop and delivered at home withpit extra cost.
The only challange is the ice block the freezer door even in medium temperature. You have to defrost in evry 3days and its mentioned in manual as well",4.2
902,The product is good in budget but they have provided wire shelves. It would have been better if they would have given fiberglass shelves instead. Yet cooling is very efficient,4.2
903,"This is a base level no frills fridge and is easy to install and use. Ideal for a small family. The flip side is that the defrost has to be done manually and not automatic.
Otherwise, the product is good and response from the Whirlpool team was timely and informatve.",4.2
904,Nice product with in that price range. Need to defrost once in a week atleast.,4.2
905,"The product was in good shape and without any scratch or damage. Overall it was good. However, the ice box is 8 inches less than my old 190 ltr fridge. Hence you can expect less space. Function is good.",4.2
906,The wire connecting to electricity is very short and definitely Customers want at least another 2 feet of more length.You can cut down on non essentials but not on basics.,4.2
907,Really Good. Efficient delivery by Amazon. Well worth the price. No Stabilizer is required. I have been using it for couple of months now and working well. Very good customer service from whirlpool,4.2
908,"Got it for 10500 inr, worth every penny.. even in the mArket the lowest 190ltrs refrigerator cost around 13000.

Would like to thank amazon for prompt service.

Installation done by whirlpool.",4.2
909,Basic good refrigerator in a reasonable budget. Works noiseless. Does not heatup much on outside. Finish and appearance is good.,4.2
910,"The refrigerator is delivered on time. Installed immediately.

But, the third party company who does the installation insisted on we buying a new stabilizer from the installation agent on the spot. My parents unaware of the cheating gave them around Rs2000 for stabilizer as they asked the same.

After that I received calls asking for 3 digit code on my phone on which amazon account is tied to.

Below are the two cheatings by installation agent
1. Stabilizer is not needed for this model to get warranty, as it will work on the most fuctuation zones (130V to 200v).( I did verify this by calling whirlpool customer support.) It rarely shoots above 200V. Most often it is below 200V. For sudden surges above 200 V, stabilizer may be needed. But a stabilizer is not a must for claiming warranty against all defects except surges.
2. After installation customer gets an sms with a 3 digit satisfaction code. The installation agent asked for this satisfaction code. I didn't give it. Installation agent is a third party company. They will put high rating for customer rating on the installation. Don't give your satisfaction code to installation agent unless it is mentioned in the sms to do so.

I had a previous refrigerator from whirlpool and a stabilizer with it. Never needed a second stabilizer.

Why should I buy an over priced stabilizer from an installation agent? Putting a cheating case in local police station against installation agent.",4.2
911,"Poor preshipment quality checks at the Amazon end. Need some one to visit with the replacement Tray as soon as possible.
Regarding the scratches, let Amazon use its Corporate wisdom and convey the decision. Pls refer the pictures attached.",4.2
912,"I have a very worst experience during delivery. I had to take the delivery at my own cost from the distribution hub.DELIVERY courier service is horrible.They doesnt have any contact no other than toll free. Toll free customer service is also bad. Always blaming customers that address cannot be found whereas delivery process not initiated from the nearest dustribution centre.

In respect to refrigerator Two Front stands are missing as displayed in the picture catalogue. Refrigerator cannot be kept properly and leaning towards front. At the back side the net panel is bent.

Thanks to god that its working.",4.2
